rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
293,0.468765759,0.4652997411,0.4714574936,0.4679830381,0.4759331484,0.4761931065
294,0.4707156584,0.4636704256,0.4732346247,0.4698470837,0.4777009216,0.4745316361
295,0.4688830447,0.4620347215,0.4716669686,0.4715974099,0.4760156729,0.4735393762
296,0.4668453568,0.4605698716,0.473277763,0.4699008089,0.4744954104,0.4717131845
297,0.4691183085,0.4623659807,0.4716983602,0.4686599555,0.476415684,0.4701245388
298,0.468878253,0.4640905011,0.473485045,0.4705191212,0.4777671125,0.4720949158
299,0.4669991739,0.4658387101,0.4753203866,0.4688868782,0.4795228423,0.4703299189
300,0.4650861988,0.4643373039,0.477135396,0.4707470818,0.4778418849,0.4723205767
301,0.4672287763,0.4628856204,0.4787300524,0.4725092806,0.4762192003,0.4742052128
302,0.4655025516,0.4645902456,0.4771042359,0.4712051799,0.4746764948,0.4730806862
303,0.4636575756,0.4631173894,0.4787574465,0.4728581258,0.4731851046,0.4713089749
304,0.4657525913,0.4648549223,0.4771272095,0.474531407,0.4748751675,0.4730341283
305,0.4639381782,0.4665877061,0.4754822692,0.4730656305,0.4765293945,0.4747259416
306,0.463634262,0.4651528801,0.4770496935,0.4716562543,0.4750439226,0.4730594897
307,0.4619393402,0.4636978212,0.4755353891,0.470155984,0.476774287,0.4746929734
308,0.4625545281,0.4621744494,0.4740714108,0.4718258376,0.477850222,0.4755494766
309,0.4643844919,0.4638676242,0.4725496413,0.47026032,0.4762414515,0.4763625175
310,0.4636957081,0.4624460385,0.4709536048,0.4686642097,0.4745761809,0.4748601701
311,0.4657514579,0.4642098878,0.4727282689,0.4672268801,0.4762462141,0.4766552233
312,0.4678040377,0.4626563594,0.4712622054,0.4685535938,0.4746677123,0.4784507305
313,0.4697343146,0.4643659352,0.4698563117,0.4701368619,0.4764733184,0.4768228451
