rounds,EBDP,PPIC_alpha2.0,PPIC_alpha1.5,PPIC_alpha1.0,PPIC_alpha0.5,PPIC_alpha0.1
223,0.4687422656,0.444383995,0.4486278739,0.4687814164,0.4570141553,0.4412455276
224,0.4662194876,0.446961043,0.4465183877,0.4667036665,0.4546391181,0.4387602541
225,0.4651461445,0.4449601912,0.4489820402,0.4646102424,0.457418741,0.4367681303
226,0.4678932376,0.4429984427,0.4514922677,0.4671933891,0.4599045646,0.4343815579
227,0.469209733,0.4410448145,0.4495067998,0.4649937548,0.4580760653,0.43761658
228,0.4669243666,0.439115281,0.4519540877,0.4673921027,0.4604531785,0.4352946838
229,0.4696885911,0.4371584768,0.4499360454,0.4697022853,0.4583248053,0.437610084
230,0.4674772545,0.4397391039,0.452039072,0.4677250726,0.4608864093,0.437284507
231,0.4663487541,0.4417687954,0.4499368929,0.4702472383,0.4586699429,0.4402234581
232,0.4671801764,0.4441831926,0.4522321459,0.4682585242,0.4612244108,0.4377676716
233,0.4699067663,0.4467215722,0.4545082861,0.4661076679,0.4637331697,0.4381427181
234,0.4726384762,0.4447029813,0.4568659703,0.4683602448,0.46513195,0.4373334488
235,0.4702201542,0.442726077,0.4551615014,0.4708364242,0.4630832844,0.4402992609
236,0.4678642289,0.4408930523,0.4531383816,0.473301898,0.4608866477,0.4432445273
237,0.467166871,0.4433545731,0.4554766854,0.475448398,0.4632818846,0.441025001
238,0.4679547896,0.4458224258,0.4572051033,0.4735561509,0.4612427605,0.443909673
239,0.4659139227,0.4439274462,0.4558324718,0.4723245279,0.4590126581,0.4466975552
240,0.4685132558,0.4419683879,0.4539656212,0.4703902931,0.4603444482,0.4446193755
241,0.4678506582,0.4444227132,0.4519506961,0.4682719493,0.4594591572,0.4423448927
242,0.4702818791,0.4467816813,0.454198703,0.4662924008,0.4575902077,0.4452957663
243,0.4727482753,0.4491068146,0.4521969224,0.4685215808,0.4599851307,0.4448151634
244,0.4705888341,0.4472476846,0.4503196368,0.4704951895,0.4621620622,0.4426909654
245,0.4683484561,0.4458036103,0.4484412415,0.4693207882,0.4599485816,0.4454391326
246,0.4708675243,0.4443013605,0.4507927372,0.4674053713,0.458962019,0.4480673735
247,0.4685603408,0.4425055009,0.4489491091,0.4653214311,0.4612875138,0.4505934844
248,0.4698777158,0.444705306,0.450630656,0.463257575,0.4594157098,0.4485536207
249,0.4676004405,0.4428555813,0.4529046473,0.4654051881,0.4616981726,0.4482253252
250,0.4666431462,0.4452170486,0.4550731163,0.467397251,0.4638296527,0.4485415513
251,0.4690449979,0.4473846072,0.4535678062,0.4697369888,0.4660809749,0.4464639123
252,0.4669055968,0.4458420269,0.45160619,0.4719150023,0.4684398166,0.4491881481
253,0.4647627276,0.4481813343,0.453711609,0.4701056493,0.4707284373,0.4468818214
254,0.4670934352,0.4464051199,0.4559927577,0.4682180177,0.4728107592,0.4448770353
255,0.4684831414,0.4446376843,0.4540778857,0.4664074001,0.470947739,0.4426587966
256,0.4664416449,0.4428328676,0.4561111765,0.468358498,0.4730254404,0.4453292266
257,0.4687135684,0.4446415246,0.458377027,0.4671227494,0.4719748537,0.4479853723
258,0.4665786453,0.4468077618,0.4606597621,0.4654115798,0.4730943586,0.4459681777
259,0.4643494807,0.4489811877,0.4589471774,0.4676887363,0.4711951761,0.4438946849
260,0.4625091752,0.4510221567,0.4572252892,0.4657923058,0.4693251087,0.4461300388
261,0.4639446949,0.4492945336,0.4559016268,0.4639443366,0.4672247991,0.4440994319
262,0.4618861149,0.4475594855,0.4580836719,0.4653494032,0.4682635366,0.4435950412
263,0.4609321379,0.449774219,0.4562374616,0.4634704823,0.4662649842,0.4441549962
264,0.4603917388,0.4479941223,0.4583191357,0.4616666534,0.4685965599,0.4466570844
265,0.4597743857,0.4462469185,0.4566312659,0.4598134113,0.4670624197,0.4493258487
